residue,drugbank_id,associated_mbss
M2C,DB01882,"[1457, 1458, 1459]"
M3C,DB08160,"[1437, 1438, 1439]"
M3L,DB03977,"[27499, 44493, 96976, 96984, 97003, 97013, 97039, 97041, 97087, 97102, 97291, 97293, 97312, 97315, 97364, 97969, 97985, 98228, 98255, 98331, 98339, 98653, 98821, 98833, 98847, 98853, 98900, 98910, 98913, 99334, 99335, 99907, 100086, 100224, 100228]"
M5P,DB08161,"[118612, 118613, 118621, 118622]"
M6P,DB02900,"[77510, 77511, 78753, 78754, 81655, 81656, 113862, 113863]"
M7P,DB02470,"[118007, 118008, 118009, 118010]"
M9B,DB01436,[74838]
MAE,DB04299,"[129974, 130140, 130141, 130142, 130143]"
MAF,DB04483,[103785]
MAJ,DB08165,[116660]
MBD,DB03454,"[23721, 23723, 23725, 23727, 23837, 23839, 23841, 23843, 24949, 24950, 43648, 43650, 43652, 43654, 43656, 43658, 43660, 43662]"
MBF,DB04483,"[103785, 103796]"
MBN,DB11558,"[30084, 30085, 30086, 30087, 30097, 30098, 75964, 76136, 76148]"
MBQ,DB02537,"[8487, 8488]"
MBS,DB04416,"[104154, 104175, 104196]"
MCI,DB02706,"[102827, 102828, 102830, 102831]"
MCN,DB03300,"[9152, 9153, 9154, 9155, 19990, 19991, 19999, 20000, 20030, 20031, 20042, 20043, 54203, 54528, 54529, 54782, 54783, 55272, 55273, 55870, 55871, 55891, 55922, 56078]"
MCO,DB02032,"[104775, 104776, 105616, 105617, 105639, 105640, 105649, 105650, 105667, 105668, 108701, 113564, 113565, 113569, 113570, 113600, 113601, 113602, 113603, 113628, 113629, 113630, 113631, 113644, 113645, 113646, 113647, 113667, 113668, 113669, 113670, 116523, 128427, 128428, 128446, 128447, 128462, 128463, 128466, 128467]"
MCR,DB15429,"[21398, 21399, 21400, 21401, 21403, 21404, 21405, 21406, 21416, 21417, 21418, 21419, 127126, 127127]"
MCT,DB04120,"[20206, 20207, 24643, 24666, 24667, 24947, 24948, 24971, 24972, 24973, 30522, 30523, 30524, 30525, 44385, 44386, 44387, 44388, 44389, 44390, 44391, 44392]"
MDW,DB08170,[111995]
ME2,DB03508,"[130175, 130177]"
MED,DB02893,"[105145, 105146, 108059, 108060, 109998, 109999]"
MES,DB03814,"[4250, 8721, 8723, 8725, 23929, 23945, 28160, 28161, 28162, 28163, 28172, 28173, 28174, 28175, 28923, 71477, 71858, 71859, 71866, 72406, 73318, 75554, 75582, 82575, 82576, 82584, 82585, 84980, 84983, 85168, 101927, 101929, 108840, 108841, 108855, 108856, 128819, 128831, 128844, 128853, 132348, 132384]"
MET,DB00134,"[1026, 1027, 1683, 1684, 1891, 1892, 4188, 4189, 4190, 4191, 4680, 4681, 4686, 4687, 4688, 4689, 4703, 4704, 4705, 4718, 4719, 6150, 6151, 7094, 7100, 7111, 7122, 28326, 37607, 37625, 46881, 46882, 46883, 46884, 50720, 50723, 59544, 59567, 59581, 59583, 59585, 59593, 59918, 59939, 60652, 60654, 60889, 61611, 61612, 61640, 61641, 61914, 61915, 61941, 61942, 61943, 61947, 61980, 61984, 61985, 61988, 61989, 62017, 62025, 62026, 62163, 62171, 62196, 62197, 62201, 62202, 62204, 62205, 62210, 62211, 62213, 62214, 62428, 62670, 62682, 62727, 62731, 62732, 62733, 63318, 63321, 63323, 63370, 63453, 63455, 79801, 79802, 79826, 79827, 83361, 83362, 83382, 83383, 85190, 85191, 85194, 85195, 85197, 85198, 85200, 85201, 104312, 104401, 104402, 104405, 105143, 105144, 107260, 107261, 108320, 108331, 132339, 132344]"
MF3,DB03799,"[1018, 1019]"
MF8,DB00331,"[72850, 72851]"
MFM,DB08177,"[110698, 110721]"
MGI,DB08179,"[118729, 118730]"
MGT,DB03358,"[80247, 80248, 80249, 80250, 80251, 80252, 80253]"
MHO,DB02467,[109651]
MIC,DB04072,[60165]
MLA,DB02175,"[25590, 25591, 25596, 25597, 34395, 34396, 80843, 80862, 80877, 80878, 80889, 122205, 131976]"
MLI,DB02201,"[4439, 4440, 6199, 10574, 24099, 24100, 28731, 30194, 30260, 30455, 31184, 36280, 44629, 44630, 44631, 44632, 44741, 44742, 44743, 44744, 44745, 44746, 44747, 44748, 44749, 44750, 44751, 44752, 44784, 44785, 44786, 44787, 68479, 68485, 80989, 88130, 90075, 93527, 93530, 97423, 97424, 99504, 99505, 99506, 99507, 99508, 99509, 99510, 99511, 99512, 99513, 99514, 99516, 99517, 99518, 99519, 99520, 99521, 99522, 99523, 99524, 99525, 99526, 99527, 99528, 99529, 99530, 99531, 99532, 99533, 99534, 99535, 99536, 99537, 99538, 99539, 99540, 99541, 99542, 99543, 99544, 99545, 99546, 99547, 99548, 99549, 99550, 99551, 99552, 99553, 99554, 99555, 99556, 99557, 99558, 99559, 99560, 99561, 99562, 99563, 99564, 99565, 99566, 99567, 99568, 99569, 99570, 99571, 99572, 99573, 99574, 99575, 99576, 99577, 99578, 99579, 99580, 99581, 99582, 99583, 99584, 99585, 99586, 99587, 99588, 99589, 99590, 99591, 99592, 99593, 99594, 99595, 99596, 99597, 99598, 99599, 99600, 99601, 99602, 99603, 99604, 99605, 99606, 99607, 99608, 99609, 99610, 99611, 99612, 99613, 99614, 99615, 99616, 99617, 99618, 99619, 99620, 99621, 99622, 99623, 99624, 99625, 99626, 99627, 99628, 99629, 99630, 99631, 99632, 99633, 99634, 99635, 99636, 99637, 99638, 99639, 99640, 99641, 99642, 99643, 99644, 99645, 99646, 99647, 99648, 99649, 99650, 99651, 99652, 99653, 99654, 99655, 99656, 99657, 99658, 99659, 99660, 99661, 99662, 99663, 99664, 99665, 99666, 99667, 99668, 99669, 99670, 99671, 99672, 99673, 99674, 99675, 99676, 99677, 99678, 99679, 99680, 99681, 99682, 99683, 99684, 99685, 99686, 99687, 99688, 99689, 99690, 99691, 99692, 99693, 99694, 99695, 99696, 99697, 99698, 99699, 99700, 99701, 99702, 99703, 99704, 99705, 99706, 99707, 99708, 99709, 99710, 99711, 99712, 99713, 99714, 99715, 99716, 99717, 99718, 99719, 99720, 99721, 99722, 99723, 99724, 99725, 99726, 99727, 99728, 99729, 99730, 99731, 99732, 99733, 99734, 99735, 99736, 99737, 99738, 99739, 99740, 99741, 99742, 99743, 99744, 99745, 99746, 99747, 99748, 99749, 99750, 99751, 99752, 99753, 99754, 99755, 99756, 99757, 99758, 99759, 99760, 99761, 99762, 99763, 99764, 99765, 99766, 99767, 99768, 99769, 99770, 99771, 99772, 99773, 99774, 99775, 99776, 99777, 99778, 99779, 99780, 99781, 99782, 99783, 99784, 99785, 99786, 99787, 99788, 99789, 99790, 99791, 99792, 99793, 99794, 99795, 99796, 99797, 99798, 99799, 99800, 99801, 99802, 99803, 99804, 99805, 99807, 99810, 99811, 99814, 99825, 119402, 119403, 119969, 119970, 119980, 120013, 120024, 121346, 121348, 127649, 127662, 127674, 128806, 128807, 128814, 128815]"
MLN,DB02276,"[1011, 102428]"
MLT,DB03499,"[10884, 10901, 10929, 10933, 11001, 11005, 30603, 30604, 30607, 30614, 50014, 79264, 79265, 79266, 79267, 80050, 80051, 82693, 82694, 82695, 82696, 87589, 87590, 89527, 89529, 124896, 124897]"
MLY,DB03362,"[45300, 45442, 45445, 45451, 45472, 98823, 98832, 98846]"
MLZ,DB01714,"[28229, 28236, 98838, 98849]"
MM1,DB03189,"[19987, 19988]"
MM3,DB02350,"[102743, 102745]"
MMA,DB01979,[109387]
MMN,DB02787,"[80035, 80036]"
MMQ,DB03498,"[103224, 103225, 103227, 103228]"
MMZ,DB00763,"[72800, 72818]"
MN9,DB12536,"[91046, 91047]"
MNC,DB04337,"[64500, 67346, 67347, 67348, 67349, 67503]"
MNP,DB08193,"[101111, 101113, 101115, 101117, 101119, 101121, 101135]"
MNS,DB02866,[106493]
MO7,DB04414,"[95641, 95785, 95806, 95813, 95815, 95817, 95822, 95828, 95830, 95838, 95911, 95912, 95965, 95966, 95998, 95999]"
MOO,DB15878,"[1264, 1265, 1266, 1267, 1268, 1269, 22937, 83854, 83855, 83861, 83862, 90629, 90630, 90631, 95326, 95328, 95329, 95330, 95331, 95333, 95334, 95336, 95337, 95338, 95339, 95341, 95342, 95343, 95486, 95487, 95488, 95570, 95715, 95716, 95717, 95718, 95719, 95720, 95721, 95722, 95724, 95725, 95726, 95727, 95732, 95733, 95734, 95735, 95736, 95737, 95738, 95739, 95740, 95741, 95742, 95743, 95744, 95745, 95746, 95747, 95748, 95749, 95750, 95751, 95752, 95753, 95754, 95755, 95756, 95757, 95758, 95759, 95760, 95761, 95762, 95763, 95764, 95765, 95766, 95767, 95768, 95769, 95770, 95771, 95772, 95773, 95774, 95775, 95776, 95777, 95778, 95779, 95780, 95781, 95782, 95783, 95786, 95787, 95788, 95789, 95790, 95791, 95792, 95793, 95794, 95795, 95796, 95797, 95798, 95799, 95800, 95801, 95802, 95803, 95804, 95807, 95808, 95809, 95810, 95811, 95818, 95819, 95823, 95824, 95825, 95826, 95831, 95832, 95833, 95834, 95835, 95836, 95839, 95846, 95853, 95860, 95867, 95874, 95881, 95882, 95883, 95884, 95885, 95886, 95887, 95900, 95901, 95902, 95903, 95904, 95915, 95918, 95919, 95920, 95933, 95934, 95938, 95939, 95940, 95955, 95956, 95968, 95969, 95970, 95971, 95972, 95973, 96014, 96015, 96016, 96087, 96088, 96089, 96108, 96109, 96110, 96193, 96194, 96195, 96196, 96197, 96198]"
MOS,DB03328,"[54326, 54327, 54389, 54390, 54413, 54414, 54443, 54444, 54482, 54483, 54510, 54511, 54817, 54818, 55155, 55176, 55181, 55182, 55202, 55203, 55243, 55244, 55272, 55273, 55276, 55301, 55382, 55383, 55394, 55395, 55400, 55401, 55420, 55421, 55426, 55427, 55451, 55452, 55490, 55491, 55496, 55497, 55506, 55507, 55549, 55550, 55626, 55627, 55707, 55708, 55715, 55716, 55891, 55922, 56078, 56848, 56849, 56896, 56897, 57131, 57132, 58084, 58085, 58111, 58112, 61244, 61388]"
MP1,DB02188,[20048]
MP2,DB08199,"[113566, 113567, 113571, 113572]"
MPD,DB03564,"[13437, 13455, 13473, 16164, 22173, 22174, 22175, 53196, 53197, 53207, 53265, 53270, 53275, 53276, 62152, 62153, 75598, 75599, 75607, 75608, 80562, 80563, 80564, 80565, 91037, 91039, 91041, 91043, 96725, 96740, 100704, 101186, 105806, 131480, 131547, 131551, 132770, 132780, 132784, 132786, 134005, 134006, 134015, 134016, 135685]"
MPH,DB02151,"[1020, 1021]"
MPJ,DB04015,"[1022, 1023]"
MPX,DB08202,"[110526, 131404]"
MQD,DB01881,"[79061, 79062, 79063, 79064]"
MSE,DB11142,"[118, 141, 164, 1509, 1510, 2480, 10614, 10615, 10624, 12557, 12574, 12605, 12606, 16213, 16215, 16220, 16222, 16657, 16670, 23687, 23688, 23689, 23690, 23691, 23692, 23693, 23694, 23893, 23894, 23895, 23896, 23897, 23898, 23899, 23900, 24534, 24535, 24545, 24548, 24550, 24552, 25170, 25700, 25701, 25702, 25703, 25704, 25705, 26524, 26574, 26603, 27590, 27591, 28114, 29311, 29312, 29338, 29339, 60551, 67688, 69275, 69282, 69301, 69302, 70306, 70309, 70318, 70343, 70344, 73176, 75196, 75211, 79569, 79583, 79597, 79760, 79763, 79765, 79789, 79791, 79794, 79889, 79892, 79894, 79897, 79899, 79902, 80936, 80937, 80938, 80939, 81029, 81057, 81068, 81091, 81092, 81093, 81094, 81095, 81096, 81097, 81098, 81099, 81100, 81101, 81102, 81103, 81104, 81105, 81106, 81107, 81108, 81109, 81110, 81111, 81112, 81113, 81114, 81248, 81253, 82372, 87983, 87984, 88019, 90240, 90248, 91819, 91820, 91821, 91822, 92123, 96882, 96883, 97035, 97036, 97175, 97177, 97179, 97181, 97183, 97185, 97219, 97445, 97446, 97951, 97952, 98205, 98550, 98551, 98552, 99245, 99246, 106579, 106580, 106877, 106908, 106917, 108051, 108052, 108057, 108058, 108320, 108331, 108343, 108516, 108528, 108942, 108943, 109565, 109582, 109805, 109820, 109821, 109822, 109823, 109824, 109825, 109884, 109885, 111733, 111734, 111756, 111757, 114052, 114057, 114083, 114103, 114108, 114113, 114118, 115822, 115823, 116555, 116807, 116808, 116809, 116810, 116842, 116843, 116854, 116855, 117518, 118371, 118384, 118385, 118623, 118644, 118646, 118744, 120280, 120723, 120727, 120735, 120739, 121226, 121235, 122677, 122703, 122729, 124343, 124344, 124424, 124425, 124428, 124430, 124431, 124464, 124466, 124470, 124474, 124480, 124494, 124497, 124499, 124500, 124501, 124502, 124509, 124510, 124520, 124521, 124535, 124536, 124571, 124573, 124629, 124632, 124746, 124750, 125467, 125490, 125539, 125540, 125541, 125542, 125876, 125877, 125893, 125894, 126432, 126848, 126889, 126890, 129015, 129016, 129017, 129018, 129045, 129046, 129047, 129048, 129136, 129137, 129138, 129139, 130194, 130195, 130658, 130673, 130846, 130849, 130860, 130863, 130873, 130876, 131256, 131258, 131354, 131378, 132047, 132090, 132108, 132417, 133795, 133798, 133801, 133804]"
